,Date,variable,value
48,18/12/2015,aluminium (EUR),1476.6000000000001
49,17/12/2015,aluminium (EUR),1467.4
50,16/12/2015,aluminium (EUR),1474.3
51,15/12/2015,aluminium (EUR),1442.3500000000001
52,11/12/2015,aluminium (EUR),1460.55
53,10/12/2015,aluminium (EUR),1460.55
54,09/12/2015,aluminium (EUR),1433.25
55,08/12/2015,aluminium (EUR),1449.0
56,03/12/2015,aluminium (EUR),1460.55
57,02/12/2015,aluminium (EUR),1508.6999999999998
58,27/11/2015,aluminium (EUR),1508.6999999999998
59,26/11/2015,aluminium (EUR),1518.1
60,25/11/2015,aluminium (EUR),1494.6
61,24/11/2015,aluminium (EUR),1489.8999999999999
62,20/11/2015,aluminium (EUR),1485.1999999999998
63,19/11/2015,aluminium (EUR),1474.0500000000002
64,18/11/2015,aluminium (EUR),
65,16/11/2015,aluminium (EUR),1494.6
66,13/11/2015,aluminium (EUR),1483.3500000000001
67,11/11/2015,aluminium (EUR),1483.3500000000001
68,10/11/2015,aluminium (EUR),1455.45
69,09/11/2015,aluminium (EUR),1478.7
70,06/11/2015,aluminium (EUR),1469.4
71,05/11/2015,aluminium (EUR),1481.2
72,03/11/2015,aluminium (EUR),1469.65
73,02/11/2015,aluminium (EUR),1469.65
74,30/10/2015,aluminium (EUR),1469.65
75,29/10/2015,aluminium (EUR),1496.95
76,28/10/2015,aluminium (EUR),1513.4
77,27/10/2015,aluminium (EUR),1515.15
78,23/10/2015,aluminium (EUR),1510.6000000000001
79,22/10/2015,aluminium (EUR),1494.0
80,21/10/2015,aluminium (EUR),1474.0
81,20/10/2015,aluminium (EUR),1469.6
82,19/10/2015,aluminium (EUR),1469.6
83,16/10/2015,aluminium (EUR),1482.8
84,15/10/2015,aluminium (EUR),1491.6
85,14/10/2015,aluminium (EUR),
86,13/10/2015,aluminium (EUR),1491.6
87,12/10/2015,aluminium (EUR),1491.6
88,09/10/2015,aluminium (EUR),1491.6
89,08/10/2015,aluminium (EUR),1499.65
90,07/10/2015,aluminium (EUR),1501.875
91,06/10/2015,aluminium (EUR),1495.2
92,05/10/2015,aluminium (EUR),1504.1
93,02/10/2015,aluminium (EUR),1517.45
94,01/10/2015,aluminium (EUR),1526.3500000000001
95,30/09/2015,aluminium (EUR),1525.5
96,28/09/2015,aluminium (EUR),1508.55
97,25/09/2015,aluminium (EUR),1508.55
98,24/09/2015,aluminium (EUR),1525.5
99,23/09/2015,aluminium (EUR),1513.0
100,22/09/2015,aluminium (EUR),1530.0
101,21/09/2015,aluminium (EUR),1526.3500000000001
102,18/09/2015,aluminium (EUR),1509.2
103,17/09/2015,aluminium (EUR),1509.2
104,16/09/2015,aluminium (EUR),1526.3500000000001
105,15/09/2015,aluminium (EUR),1526.3500000000001
106,14/09/2015,aluminium (EUR),1500.4
107,11/09/2015,aluminium (EUR),1504.8
108,10/09/2015,aluminium (EUR),1521.9
109,09/09/2015,aluminium (EUR),
110,08/09/2015,aluminium (EUR),1504.1
111,07/09/2015,aluminium (EUR),1516.5
112,04/09/2015,aluminium (EUR),1530.0
113,03/09/2015,aluminium (EUR),1534.5
114,02/09/2015,aluminium (EUR),1495.2
115,01/09/2015,aluminium (EUR),1474.0
116,28/08/2015,aluminium (EUR),1521.9
117,27/08/2015,aluminium (EUR),1521.9
118,26/08/2015,aluminium (EUR),1482.8
119,25/08/2015,aluminium (EUR),1479.0
120,21/08/2015,aluminium (EUR),1474.0
121,20/08/2015,aluminium (EUR),1495.2
122,19/08/2015,aluminium (EUR),1512.0
123,18/08/2015,aluminium (EUR),1542.45
124,17/08/2015,aluminium (EUR),1525.5
125,14/08/2015,aluminium (EUR),1530.0
126,13/08/2015,aluminium (EUR),1525.5
127,12/08/2015,aluminium (EUR),1539.0
128,11/08/2015,aluminium (EUR),1542.45
129,10/08/2015,aluminium (EUR),1537.9
130,07/08/2015,aluminium (EUR),1533.3500000000001
131,06/08/2015,aluminium (EUR),1545.6000000000001
132,05/08/2015,aluminium (EUR),
133,04/08/2015,aluminium (EUR),1541.0
134,03/08/2015,aluminium (EUR),1519.7
135,31/07/2015,aluminium (EUR),1547.0
136,30/07/2015,aluminium (EUR),1547.0
137,29/07/2015,aluminium (EUR),1565.2
138,28/07/2015,aluminium (EUR),1548.0
139,27/07/2015,aluminium (EUR),1539.0
140,24/07/2015,aluminium (EUR),1560.65
141,23/07/2015,aluminium (EUR),1556.1000000000001
142,22/07/2015,aluminium (EUR),1587.0
143,21/07/2015,aluminium (EUR),1569.75
144,17/07/2015,aluminium (EUR),1591.6000000000001
145,16/07/2015,aluminium (EUR),1591.6000000000001
146,15/07/2015,aluminium (EUR),1578.8500000000001
147,14/07/2015,aluminium (EUR),1583.4
148,13/07/2015,aluminium (EUR),1583.4
149,10/07/2015,aluminium (EUR),1593.0
150,09/07/2015,aluminium (EUR),1610.7
151,08/07/2015,aluminium (EUR),1579.5
152,07/07/2015,aluminium (EUR),1619.8
153,06/07/2015,aluminium (EUR),1602.0
154,03/07/2015,aluminium (EUR),1602.0
155,02/07/2015,aluminium (EUR),1602.0
156,01/07/2015,aluminium (EUR),
157,30/06/2015,aluminium (EUR),1602.0
158,29/06/2015,aluminium (EUR),1597.55
159,26/06/2015,aluminium (EUR),1615.5
160,25/06/2015,aluminium (EUR),1597.55
161,24/06/2015,aluminium (EUR),1602.0
162,23/06/2015,aluminium (EUR),1615.5
163,22/06/2015,aluminium (EUR),1579.6
164,19/06/2015,aluminium (EUR),1570.8
165,18/06/2015,aluminium (EUR),1562.0
166,17/06/2015,aluminium (EUR),1562.0
167,16/06/2015,aluminium (EUR),1566.4
168,12/06/2015,aluminium (EUR),1597.55
169,11/06/2015,aluminium (EUR),1579.75
170,10/06/2015,aluminium (EUR),1570.8
171,09/06/2015,aluminium (EUR),1593.1000000000001
172,05/06/2015,aluminium (EUR),1575.0
173,04/06/2015,aluminium (EUR),1575.3
174,03/06/2015,aluminium (EUR),1575.3
175,02/06/2015,aluminium (EUR),1525.5
176,01/06/2015,aluminium (EUR),1587.0
177,29/05/2015,aluminium (EUR),1587.0
178,28/05/2015,aluminium (EUR),1578.8500000000001
179,27/05/2015,aluminium (EUR),
180,26/05/2015,aluminium (EUR),1605.4
181,22/05/2015,aluminium (EUR),1578.8500000000001
182,21/05/2015,aluminium (EUR),1570.5
183,20/05/2015,aluminium (EUR),1579.5
184,19/05/2015,aluminium (EUR),1579.5
185,18/05/2015,aluminium (EUR),1544.4
186,15/05/2015,aluminium (EUR),1535.6
187,14/05/2015,aluminium (EUR),1570.8
188,12/05/2015,aluminium (EUR),1615.3500000000001
189,11/05/2015,aluminium (EUR),1638.0
190,08/05/2015,aluminium (EUR),1588.65
191,07/05/2015,aluminium (EUR),1633.15
192,05/05/2015,aluminium (EUR),1628.7
193,01/05/2015,aluminium (EUR),1606.45
194,30/04/2015,aluminium (EUR),1606.45
195,29/04/2015,aluminium (EUR),1629.0
196,27/04/2015,aluminium (EUR),1665.2
197,24/04/2015,aluminium (EUR),1665.2
198,23/04/2015,aluminium (EUR),1669.8000000000002
199,22/04/2015,aluminium (EUR),
200,21/04/2015,aluminium (EUR),1687.95
201,20/04/2015,aluminium (EUR),1664.7
202,17/04/2015,aluminium (EUR),1683.3000000000002
203,16/04/2015,aluminium (EUR),1692.6000000000001
204,15/04/2015,aluminium (EUR),1696.6999999999998
205,14/04/2015,aluminium (EUR),1687.3
206,13/04/2015,aluminium (EUR),1700.5
207,10/04/2015,aluminium (EUR),1687.3
208,09/04/2015,aluminium (EUR),1682.6
209,08/04/2015,aluminium (EUR),1664.7
210,07/04/2015,aluminium (EUR),1646.8000000000002
211,02/04/2015,aluminium (EUR),1651.4
212,01/04/2015,aluminium (EUR),1660.0500000000002
213,31/03/2015,aluminium (EUR),1660.0500000000002
214,27/03/2015,aluminium (EUR),1596.2
215,26/03/2015,aluminium (EUR),1605.4
216,24/03/2015,aluminium (EUR),1630.7
217,23/03/2015,aluminium (EUR),1569.75
218,20/03/2015,aluminium (EUR),1587.0
219,19/03/2015,aluminium (EUR),1645.0
220,18/03/2015,aluminium (EUR),1610.0
221,17/03/2015,aluminium (EUR),1649.6999999999998
222,16/03/2015,aluminium (EUR),
223,13/03/2015,aluminium (EUR),1707.625
224,12/03/2015,aluminium (EUR),1689.6499999999999
225,11/03/2015,aluminium (EUR),1722.35
226,10/03/2015,aluminium (EUR),1703.28
227,09/03/2015,aluminium (EUR),1666.5800000000002
228,06/03/2017,aluminium (EUR),1648.725
229,03/03/2017,aluminium (EUR),1631.84
230,02/03/2017,aluminium (EUR),1625.4499999999998
231,01/03/2017,aluminium (EUR),1611.1999999999998
232,28/02/2017,aluminium (EUR),1582.6999999999998
233,27/02/2017,aluminium (EUR),1566.51
234,24/02/2017,aluminium (EUR),1593.1499999999999
235,23/02/2017,aluminium (EUR),1593.1499999999999
236,22/02/2017,aluminium (EUR),1597.8999999999999
237,21/02/2017,aluminium (EUR),1583.6499999999999
238,20/02/2017,aluminium (EUR),1576.85
239,17/02/2017,aluminium (EUR),1581.55
240,16/02/2017,aluminium (EUR),1581.7849999999999
241,15/02/2017,aluminium (EUR),1582.02
242,14/02/2017,aluminium (EUR),1594.1
243,13/02/2017,aluminium (EUR),1577.79
244,10/02/2017,aluminium (EUR),1577.79
245,09/02/2017,aluminium (EUR),1577.79
246,08/02/2017,aluminium (EUR),1523.805
247,07/02/2017,aluminium (EUR),1540.1899999999998
248,06/02/2017,aluminium (EUR),1514.97
249,03/02/2017,aluminium (EUR),1514.97
250,02/02/2017,aluminium (EUR),1514.97
251,01/02/2017,aluminium (EUR),1514.97
252,30/01/2017,aluminium (EUR),1515.4350000000002
253,27/01/2017,aluminium (EUR),1529.6175
254,26/01/2017,aluminium (EUR),1546.3
255,25/01/2017,aluminium (EUR),1530.0825
256,24/01/2017,aluminium (EUR),1525.6650000000002
257,23/01/2017,aluminium (EUR),1525.6650000000002
258,20/01/2017,aluminium (EUR),1535.1975
259,19/01/2017,aluminium (EUR),1528.4399999999998
260,18/01/2017,aluminium (EUR),1523.74
261,17/01/2017,aluminium (EUR),1507.53
262,16/01/2017,aluminium (EUR),1537.84
263,13/01/2017,aluminium (EUR),1543.01
264,12/01/2017,aluminium (EUR),1533.8449999999998
265,11/01/2017,aluminium (EUR),1524.6799999999998
266,10/01/2017,aluminium (EUR),1550.3999999999999
267,09/01/2017,aluminium (EUR),1496.48
268,06/01/2017,aluminium (EUR),1508.125
269,05/01/2017,aluminium (EUR),1492.25
270,04/01/2017,aluminium (EUR),1508.125
271,03/01/2017,aluminium (EUR),1524.0
272,30/12/2016,aluminium (EUR),1513.35
273,29/12/2016,aluminium (EUR),1513.35
274,28/12/2016,aluminium (EUR),1529.76
275,23/12/2016,aluminium (EUR),1530.24
276,21/12/2016,aluminium (EUR),1530.24
277,20/12/2016,aluminium (EUR),1530.24
278,19/12/2016,aluminium (EUR),1530.24
279,16/12/2016,aluminium (EUR),1540.32
280,15/12/2016,aluminium (EUR),1540.32
281,14/12/2016,aluminium (EUR),1524.2749999999999
282,13/12/2016,aluminium (EUR),1508.23
283,09/12/2016,aluminium (EUR),1524.75
284,08/12/2016,aluminium (EUR),1504.0
285,07/12/2016,aluminium (EUR),1455.45
286,06/12/2016,aluminium (EUR),1483.3500000000001
287,05/12/2016,aluminium (EUR),1483.3500000000001
288,02/12/2016,aluminium (EUR),1508.6999999999998
289,01/12/2016,aluminium (EUR),1508.6999999999998
290,30/11/2016,aluminium (EUR),1508.6999999999998
291,29/11/2016,aluminium (EUR),1513.3999999999999
292,28/11/2016,aluminium (EUR),1513.3999999999999
293,25/11/2016,aluminium (EUR),1504.47
294,24/11/2016,aluminium (EUR),1534.725
295,23/11/2016,aluminium (EUR),1544.225
296,22/11/2016,aluminium (EUR),1513.87
297,21/11/2016,aluminium (EUR),
298,18/11/2016,aluminium (EUR),1500.24
299,17/11/2016,aluminium (EUR),1481.4399999999998
300,15/11/2016,aluminium (EUR),1480.095
301,14/11/2016,aluminium (EUR),1494.045
302,11/11/2016,aluminium (EUR),1497.3
303,10/11/2016,aluminium (EUR),1478.9
304,09/11/2016,aluminium (EUR),1478.9
305,08/11/2016,aluminium (EUR),1467.375
306,07/11/2016,aluminium (EUR),1462.825
307,04/11/2016,aluminium (EUR),1447.65
308,03/11/2016,aluminium (EUR),1447.65
309,02/11/2016,aluminium (EUR),1447.65
310,01/11/2016,aluminium (EUR),1452.15
311,31/10/2016,aluminium (EUR),1472.835
312,28/10/2016,aluminium (EUR),1473.7450000000001
313,27/10/2016,aluminium (EUR),1471.54
314,26/10/2016,aluminium (EUR),1454.52
315,25/10/2016,aluminium (EUR),1468.3200000000002
316,24/10/2016,aluminium (EUR),1463.72
317,21/10/2016,aluminium (EUR),1464.18
318,20/10/2016,aluminium (EUR),1459.5800000000002
319,19/10/2016,aluminium (EUR),1452.815
320,18/10/2016,aluminium (EUR),1457.365
321,17/10/2016,aluminium (EUR),
322,14/10/2016,aluminium (EUR),1476.4750000000001
323,13/10/2016,aluminium (EUR),1460.25
324,11/10/2016,aluminium (EUR),1460.25
325,10/10/2016,aluminium (EUR),1460.25
326,07/10/2016,aluminium (EUR),1444.47
327,06/10/2016,aluminium (EUR),1460.7
328,05/10/2016,aluminium (EUR),1444.47
329,04/10/2016,aluminium (EUR),1444.47
330,03/10/2016,aluminium (EUR),1444.47
331,30/09/2016,aluminium (EUR),1444.915
332,29/09/2016,aluminium (EUR),1444.915
333,28/09/2016,aluminium (EUR),1440.91
334,27/09/2016,aluminium (EUR),1440.91
335,26/09/2016,aluminium (EUR),1440.91
336,23/09/2016,aluminium (EUR),1441.355
337,22/09/2016,aluminium (EUR),1441.5775
338,21/09/2016,aluminium (EUR),1432.9
339,20/09/2016,aluminium (EUR),1453.5
340,19/09/2016,aluminium (EUR),1442.0225
341,16/09/2016,aluminium (EUR),1458.45
342,15/09/2016,aluminium (EUR),1442.4675
343,14/09/2016,aluminium (EUR),1442.69
344,13/09/2016,aluminium (EUR),1442.9125
345,12/09/2016,aluminium (EUR),
346,09/09/2016,aluminium (EUR),1443.58
347,08/09/2016,aluminium (EUR),1448.2525
348,06/09/2016,aluminium (EUR),1448.475
349,05/09/2016,aluminium (EUR),1464.75
350,02/09/2016,aluminium (EUR),1474.2
351,01/09/2016,aluminium (EUR),1457.82
352,31/08/2016,aluminium (EUR),1471.7250000000001
353,30/08/2016,aluminium (EUR),1471.7250000000001
354,26/08/2016,aluminium (EUR),1456.04
355,25/08/2016,aluminium (EUR),1456.04
356,24/08/2016,aluminium (EUR),1456.04
357,23/08/2016,aluminium (EUR),1440.1200000000001
358,22/08/2016,aluminium (EUR),1440.1200000000001
359,19/08/2016,aluminium (EUR),1440.56
360,18/08/2016,aluminium (EUR),1422.96
361,17/08/2016,aluminium (EUR),1439.13
362,16/08/2016,aluminium (EUR),1439.13
363,15/08/2016,aluminium (EUR),1439.13
364,12/08/2016,aluminium (EUR),1455.525
365,11/08/2016,aluminium (EUR),1451.025
366,10/08/2016,aluminium (EUR),1435.57
367,09/08/2016,aluminium (EUR),1451.7
368,08/08/2016,aluminium (EUR),
369,05/08/2016,aluminium (EUR),1452.6000000000001
370,04/08/2016,aluminium (EUR),1452.6000000000001
371,03/08/2016,aluminium (EUR),1452.6000000000001
372,01/08/2016,aluminium (EUR),1444.05
373,29/07/2016,aluminium (EUR),1451.25
374,28/07/2016,aluminium (EUR),1451.25
375,27/07/2016,aluminium (EUR),1437.9750000000001
376,26/07/2016,aluminium (EUR),1454.18
377,25/07/2016,aluminium (EUR),1467.6025
378,22/07/2016,aluminium (EUR),1431.885
379,21/07/2016,aluminium (EUR),1431.885
380,20/07/2016,aluminium (EUR),1432.1125
381,19/07/2016,aluminium (EUR),1432.3400000000001
382,18/07/2016,aluminium (EUR),1416.6000000000001
383,15/07/2016,aluminium (EUR),1469.1950000000002
384,14/07/2016,aluminium (EUR),1453.05
385,13/07/2016,aluminium (EUR),1457.55
386,12/07/2016,aluminium (EUR),1439.775
387,11/07/2016,aluminium (EUR),1440.0
388,08/07/2016,aluminium (EUR),1440.675
389,07/07/2016,aluminium (EUR),1440.675
390,06/07/2016,aluminium (EUR),1440.9
391,05/07/2016,aluminium (EUR),1440.9
392,04/07/2016,aluminium (EUR),
393,01/07/2016,aluminium (EUR),1441.8
394,30/06/2016,aluminium (EUR),1439.1000000000001
395,29/06/2016,aluminium (EUR),1439.55
396,27/06/2016,aluminium (EUR),1456.4550000000002
397,24/06/2016,aluminium (EUR),1440.9
398,23/06/2016,aluminium (EUR),1408.88
399,22/06/2016,aluminium (EUR),1417.68
400,21/06/2016,aluminium (EUR),1433.79
401,20/06/2016,aluminium (EUR),1408.88
402,17/06/2016,aluminium (EUR),1430.4525
403,16/06/2016,aluminium (EUR),1430.4525
404,15/06/2016,aluminium (EUR),1430.675
405,14/06/2016,aluminium (EUR),1413.32
406,13/06/2016,aluminium (EUR),1409.315
407,10/06/2016,aluminium (EUR),1428.45
408,09/06/2016,aluminium (EUR),1412.4
409,08/06/2016,aluminium (EUR),1412.4
410,07/06/2016,aluminium (EUR),1410.64
411,06/06/2016,aluminium (EUR),1419.44
412,03/06/2016,aluminium (EUR),1419.88
413,02/06/2016,aluminium (EUR),1452.15
414,01/06/2016,aluminium (EUR),1436.2375
415,31/05/2016,aluminium (EUR),1449.9
416,27/05/2016,aluminium (EUR),1450.575
417,26/05/2016,aluminium (EUR),1434.4575
418,25/05/2016,aluminium (EUR),1450.8
419,24/05/2016,aluminium (EUR),1446.525
420,20/05/2016,aluminium (EUR),1426.67
421,19/05/2016,aluminium (EUR),1426.67
422,18/05/2016,aluminium (EUR),1426.67
423,17/05/2016,aluminium (EUR),1410.64
424,16/05/2016,aluminium (EUR),1410.64
425,13/05/2016,aluminium (EUR),1420.32
426,12/05/2016,aluminium (EUR),1420.32
427,11/05/2016,aluminium (EUR),1415.92
428,10/05/2016,aluminium (EUR),1407.78
429,09/05/2016,aluminium (EUR),1342.0
430,06/05/2016,aluminium (EUR),1430.88
431,05/05/2016,aluminium (EUR),1430.88
432,04/05/2016,aluminium (EUR),1414.62
433,03/05/2016,aluminium (EUR),1414.62
434,29/04/2016,aluminium (EUR),1421.145
435,28/04/2016,aluminium (EUR),1437.48
436,27/04/2016,aluminium (EUR),1437.48
437,26/04/2016,aluminium (EUR),1437.48
438,25/04/2016,aluminium (EUR),
439,22/04/2016,aluminium (EUR),1454.705
440,21/04/2016,aluminium (EUR),1454.705
441,20/04/2016,aluminium (EUR),1459.155
442,19/04/2016,aluminium (EUR),1420.98
443,18/04/2016,aluminium (EUR),1412.4
444,14/04/2016,aluminium (EUR),1446.695
445,13/04/2016,aluminium (EUR),1446.695
446,12/04/2016,aluminium (EUR),1430.44
447,11/04/2016,aluminium (EUR),1430.44
448,08/04/2016,aluminium (EUR),1430.44
449,07/04/2016,aluminium (EUR),1430.88
450,06/04/2016,aluminium (EUR),1430.88
451,05/04/2016,aluminium (EUR),1444.52
452,04/04/2016,aluminium (EUR),1457.72
453,01/04/2016,aluminium (EUR),1458.6
454,31/03/2016,aluminium (EUR),1446.72
455,30/03/2016,aluminium (EUR),1446.72
456,29/03/2016,aluminium (EUR),1463.16
457,24/03/2016,aluminium (EUR),1477.4
458,23/03/2016,aluminium (EUR),1472.95
459,22/03/2016,aluminium (EUR),1472.95
460,21/03/2016,aluminium (EUR),1459.6
461,18/03/2016,aluminium (EUR),
462,17/03/2016,aluminium (EUR),1439.24
463,16/03/2016,aluminium (EUR),1455.595
464,15/03/2016,aluminium (EUR),1471.95
465,14/03/2016,aluminium (EUR),1480.95
466,11/03/2016,aluminium (EUR),1481.8500000000001
467,10/03/2016,aluminium (EUR),1456.4850000000001
468,08/03/2016,aluminium (EUR),1498.315
469,06/03/2018,aluminium (EUR),1510.8525000000002
470,05/03/2018,aluminium (EUR),1527.255
471,01/03/2018,aluminium (EUR),1515.51
472,28/02/2018,aluminium (EUR),1534.6299999999999
473,27/02/2018,aluminium (EUR),1514.1299999999999
474,26/02/2018,aluminium (EUR),1508.22
475,22/02/2018,aluminium (EUR),1508.22
476,21/02/2018,aluminium (EUR),1508.22
477,20/02/2018,aluminium (EUR),1496.0700000000002
478,19/02/2018,aluminium (EUR),1496.4750000000001
479,15/02/2018,aluminium (EUR),1458.4
480,14/02/2018,aluminium (EUR),1458.6000000000001
481,13/02/2018,aluminium (EUR),1472.7825
482,12/02/2018,aluminium (EUR),1464.885
483,08/02/2018,aluminium (EUR),1512.08
484,07/02/2018,aluminium (EUR),1512.8999999999999
485,06/02/2018,aluminium (EUR),1505.7900000000002
486,05/02/2018,aluminium (EUR),1514.0925000000002
487,01/02/2018,aluminium (EUR),1511.8000000000002
488,31/01/2018,aluminium (EUR),
489,30/01/2018,aluminium (EUR),1526.8500000000001
490,29/01/2018,aluminium (EUR),1506.6000000000001
491,25/01/2018,aluminium (EUR),1490.805
492,24/01/2018,aluminium (EUR),1490.805
493,22/01/2018,aluminium (EUR),1517.4099999999999
494,18/01/2018,aluminium (EUR),1521.9199999999998
495,17/01/2018,aluminium (EUR),1510.03
496,16/01/2018,aluminium (EUR),1505.9299999999998
497,15/01/2018,aluminium (EUR),1501.83
498,11/01/2018,aluminium (EUR),1504.1675
499,10/01/2018,aluminium (EUR),1530.8999999999999
500,09/01/2018,aluminium (EUR),1535.1
501,08/01/2018,aluminium (EUR),1535.1
502,04/01/2018,aluminium (EUR),1517.24
503,03/01/2018,aluminium (EUR),1517.4475
504,02/01/2018,aluminium (EUR),1517.4475
505,28/12/2017,aluminium (EUR),1582.56
506,27/12/2017,aluminium (EUR),1565.76
507,21/12/2017,aluminium (EUR),1558.2
508,20/12/2017,aluminium (EUR),1549.8
509,19/12/2017,aluminium (EUR),1528.8
510,18/12/2017,aluminium (EUR),1538.5
511,14/12/2017,aluminium (EUR),1538.925
512,13/12/2017,aluminium (EUR),1539.1375
513,12/12/2017,aluminium (EUR),1539.35
514,11/12/2017,aluminium (EUR),1539.35
515,07/12/2017,aluminium (EUR),1544.45
516,06/12/2017,aluminium (EUR),1544.45
517,04/12/2017,aluminium (EUR),1531.32
518,30/11/2017,aluminium (EUR),1595.1599999999999
519,29/11/2017,aluminium (EUR),1583.3999999999999
520,28/11/2017,aluminium (EUR),1583.3999999999999
521,27/11/2017,aluminium (EUR),1583.3999999999999
522,23/11/2017,aluminium (EUR),1558.2
523,22/11/2017,aluminium (EUR),1576.75
524,21/11/2017,aluminium (EUR),1581.0
525,20/11/2017,aluminium (EUR),1581.2124999999999
526,16/11/2017,aluminium (EUR),1586.3125
527,15/11/2017,aluminium (EUR),1586.5249999999999
528,14/11/2017,aluminium (EUR),1586.7375
529,13/11/2017,aluminium (EUR),1605.62
530,09/11/2017,aluminium (EUR),1610.78
531,08/11/2017,aluminium (EUR),1610.78
532,07/11/2017,aluminium (EUR),1610.78
533,06/11/2017,aluminium (EUR),1610.78
534,02/11/2017,aluminium (EUR),1606.91
535,01/11/2017,aluminium (EUR),1611.21
536,31/10/2017,aluminium (EUR),1611.6399999999999
537,30/10/2017,aluminium (EUR),1667.54
538,26/10/2017,aluminium (EUR),1586.27
539,25/10/2017,aluminium (EUR),1567.825
540,24/10/2017,aluminium (EUR),1567.825
541,19/10/2017,aluminium (EUR),1549.8
542,18/10/2017,aluminium (EUR),1568.25
543,17/10/2017,aluminium (EUR),1568.25
544,16/10/2017,aluminium (EUR),1572.5
545,12/10/2017,aluminium (EUR),1577.6
546,11/10/2017,aluminium (EUR),1559.04
547,10/10/2017,aluminium (EUR),1569.1
548,09/10/2017,aluminium (EUR),1573.35
549,05/10/2017,aluminium (EUR),1573.9875
550,04/10/2017,aluminium (EUR),1557.2
551,03/10/2017,aluminium (EUR),1527.45
552,02/10/2017,aluminium (EUR),1527.6625
553,28/09/2017,aluminium (EUR),1528.725
554,27/09/2017,aluminium (EUR),1529.1499999999999
555,26/09/2017,aluminium (EUR),1529.1499999999999
556,25/09/2017,aluminium (EUR),1511.1599999999999
557,21/09/2017,aluminium (EUR),1507.8
558,20/09/2017,aluminium (EUR),1495.2
559,19/09/2017,aluminium (EUR),1477.3999999999999
560,18/09/2017,aluminium (EUR),1495.4099999999999
561,14/09/2017,aluminium (EUR),1496.04
562,13/09/2017,aluminium (EUR),1475.04
563,12/09/2017,aluminium (EUR),1483.23
564,11/09/2017,aluminium (EUR),1479.03
565,06/09/2017,aluminium (EUR),1529.85
566,05/09/2017,aluminium (EUR),1508.85
567,04/09/2017,aluminium (EUR),1542.45
568,31/08/2017,aluminium (EUR),1534.47
569,30/08/2017,aluminium (EUR),1517.6699999999998
570,29/08/2017,aluminium (EUR),1517.6699999999998
571,24/08/2017,aluminium (EUR),1536.1625
572,23/08/2017,aluminium (EUR),1523.4125
573,22/08/2017,aluminium (EUR),1523.625
574,21/08/2017,aluminium (EUR),1523.625
575,17/08/2017,aluminium (EUR),1524.05
576,16/08/2017,aluminium (EUR),1524.05
577,15/08/2017,aluminium (EUR),1468.8
578,14/08/2017,aluminium (EUR),1469.0125
579,11/08/2017,aluminium (EUR),1469.6499999999999
580,10/08/2017,aluminium (EUR),1469.6499999999999
581,09/08/2017,aluminium (EUR),1469.6499999999999
582,08/08/2017,aluminium (EUR),1469.6499999999999
583,07/08/2017,aluminium (EUR),1444.1499999999999
584,04/08/2017,aluminium (EUR),
585,03/08/2017,aluminium (EUR),1406.58
586,02/08/2017,aluminium (EUR),1381.3799999999999
587,01/08/2017,aluminium (EUR),1397.825
588,31/07/2017,aluminium (EUR),1381.4471999999998
